JobID|State|ExitCode|Elapsed|MaxRSS|AllocCPUS
50497534_161|COMPLETED|0:0|00:01:25||2
50497534_161.batch|COMPLETED|0:0|00:01:25|524784K|2
50497534_161.extern|COMPLETED|0:0|00:01:25||2
50497534_162|COMPLETED|0:0|00:01:29||2
50497534_162.batch|COMPLETED|0:0|00:01:29|522728K|2
50497534_162.extern|COMPLETED|0:0|00:01:29||2
50497534_163|COMPLETED|0:0|00:01:23||2
50497534_163.batch|COMPLETED|0:0|00:01:23|522000K|2
50497534_163.extern|COMPLETED|0:0|00:01:23||2
50497534_164|COMPLETED|0:0|00:01:11||2
50497534_164.batch|COMPLETED|0:0|00:01:11|522156K|2
50497534_164.extern|COMPLETED|0:0|00:01:11||2
50497534_165|COMPLETED|0:0|00:00:47||2
50497534_165.batch|COMPLETED|0:0|00:00:47|514596K|2
50497534_165.extern|COMPLETED|0:0|00:00:47||2
50497534_166|COMPLETED|0:0|00:00:46||2
50497534_166.batch|COMPLETED|0:0|00:00:46|505M|2
50497534_166.extern|COMPLETED|0:0|00:00:46||2
50497534_167|COMPLETED|0:0|00:00:47||2
50497534_167.batch|COMPLETED|0:0|00:00:47|517044K|2
50497534_167.extern|COMPLETED|0:0|00:00:47||2
50497534_168|COMPLETED|0:0|00:00:27||2
50497534_168.batch|COMPLETED|0:0|00:00:27|2052K|2
50497534_168.extern|COMPLETED|0:0|00:00:27||2
50497534_169|COMPLETED|0:0|00:00:42||2
50497534_169.batch|COMPLETED|0:0|00:00:42|520868K|2
50497534_169.extern|COMPLETED|0:0|00:00:42||2
50497534_170|COMPLETED|0:0|00:13:05||2
50497534_170.batch|COMPLETED|0:0|00:13:05|521716K|2
50497534_170.extern|COMPLETED|0:0|00:13:05||2
50497534_171|COMPLETED|0:0|00:03:02||2
50497534_171.batch|COMPLETED|0:0|00:03:02|528904K|2
50497534_171.extern|COMPLETED|0:0|00:03:02||2
50497534_172|COMPLETED|0:0|00:02:56||2
50497534_172.batch|COMPLETED|0:0|00:02:56|526344K|2
50497534_172.extern|COMPLETED|0:0|00:02:56||2
50497534_173|COMPLETED|0:0|00:13:05||2
50497534_173.batch|COMPLETED|0:0|00:13:05|522728K|2
50497534_173.extern|COMPLETED|0:0|00:13:05||2
50497534_174|COMPLETED|0:0|00:14:48||2
50497534_174.batch|COMPLETED|0:0|00:14:48|523052K|2
50497534_174.extern|COMPLETED|0:0|00:14:48||2
50497534_175|COMPLETED|0:0|00:00:58||2
50497534_175.batch|COMPLETED|0:0|00:00:58|526460K|2
50497534_175.extern|COMPLETED|0:0|00:00:58||2
50497534_176|COMPLETED|0:0|00:01:20||2
50497534_176.batch|COMPLETED|0:0|00:01:20|526236K|2
50497534_176.extern|COMPLETED|0:0|00:01:20||2
50497534_177|COMPLETED|0:0|00:01:34||2
50497534_177.batch|COMPLETED|0:0|00:01:34|524232K|2
50497534_177.extern|COMPLETED|0:0|00:01:34||2
50497534_178|COMPLETED|0:0|00:01:20||2
50497534_178.batch|COMPLETED|0:0|00:01:20|521596K|2
50497534_178.extern|COMPLETED|0:0|00:01:20||2
50497534_179|COMPLETED|0:0|00:01:11||2
50497534_179.batch|COMPLETED|0:0|00:01:11|518280K|2
50497534_179.extern|COMPLETED|0:0|00:01:11||2
50497534_180|COMPLETED|0:0|00:00:43||2
50497534_180.batch|COMPLETED|0:0|00:00:43|516856K|2
50497534_180.extern|COMPLETED|0:0|00:00:43||2
50497534_181|COMPLETED|0:0|00:00:47||2
50497534_181.batch|COMPLETED|0:0|00:00:47|519928K|2
50497534_181.extern|COMPLETED|0:0|00:00:47||2
50497534_182|COMPLETED|0:0|00:00:29||2
50497534_182.batch|COMPLETED|0:0|00:00:29|2M|2
50497534_182.extern|COMPLETED|0:0|00:00:29||2
50497534_183|COMPLETED|0:0|00:00:28||2
50497534_183.batch|COMPLETED|0:0|00:00:28|2052K|2
50497534_183.extern|COMPLETED|0:0|00:00:28||2
50497534_184|COMPLETED|0:0|00:00:48||2
50497534_184.batch|COMPLETED|0:0|00:00:48|520952K|2
50497534_184.extern|COMPLETED|0:0|00:00:48||2
50497534_185|COMPLETED|0:0|00:00:28||2
50497534_185.batch|COMPLETED|0:0|00:00:28|2056K|2
50497534_185.extern|COMPLETED|0:0|00:00:29||2
50497534_186|COMPLETED|0:0|00:00:29||2
50497534_186.batch|COMPLETED|0:0|00:00:29|2M|2
50497534_186.extern|COMPLETED|0:0|00:00:29||2
50497534_187|COMPLETED|0:0|00:00:28||2
50497534_187.batch|COMPLETED|0:0|00:00:28|2080K|2
50497534_187.extern|COMPLETED|0:0|00:00:28||2
50497534_188|COMPLETED|0:0|00:00:47||2
50497534_188.batch|COMPLETED|0:0|00:00:47|521932K|2
50497534_188.extern|COMPLETED|0:0|00:00:48||2
50497534_189|COMPLETED|0:0|00:00:31||2
50497534_189.batch|COMPLETED|0:0|00:00:31|285M|2
50497534_189.extern|COMPLETED|0:0|00:00:31||2
50497534_190|COMPLETED|0:0|00:00:31||2
50497534_190.batch|COMPLETED|0:0|00:00:31|522068K|2
50497534_190.extern|COMPLETED|0:0|00:00:31||2
50497534_191|COMPLETED|0:0|00:00:29||2
50497534_191.batch|COMPLETED|0:0|00:00:29|2092K|2
50497534_191.extern|COMPLETED|0:0|00:00:29||2
50497534_192|COMPLETED|0:0|00:00:43||2
50497534_192.batch|COMPLETED|0:0|00:00:43|516964K|2
50497534_192.extern|COMPLETED|0:0|00:00:44||2
50497534_193|COMPLETED|0:0|00:00:43||2
50497534_193.batch|COMPLETED|0:0|00:00:43|518964K|2
50497534_193.extern|COMPLETED|0:0|00:00:44||2
50497534_194|COMPLETED|0:0|00:00:29||2
50497534_194.batch|COMPLETED|0:0|00:00:29|2M|2
50497534_194.extern|COMPLETED|0:0|00:00:29||2
50497534_195|COMPLETED|0:0|00:00:32||2
50497534_195.batch|COMPLETED|0:0|00:00:32|520500K|2
50497534_195.extern|COMPLETED|0:0|00:00:32||2
50497534_196|COMPLETED|0:0|00:00:42||2
50497534_196.batch|COMPLETED|0:0|00:00:42|519384K|2
50497534_196.extern|COMPLETED|0:0|00:00:42||2
50497534_197|COMPLETED|0:0|00:00:42||2
50497534_197.batch|COMPLETED|0:0|00:00:42|519960K|2
50497534_197.extern|COMPLETED|0:0|00:00:42||2
50497534_198|COMPLETED|0:0|00:00:28||2
50497534_198.batch|COMPLETED|0:0|00:00:28|2064K|2
50497534_198.extern|COMPLETED|0:0|00:00:28||2
50497534_199|COMPLETED|0:0|00:00:31||2
50497534_199.batch|COMPLETED|0:0|00:00:31|519692K|2
50497534_199.extern|COMPLETED|0:0|00:00:31||2
50497534_200|COMPLETED|0:0|00:00:47||2
50497534_200.batch|COMPLETED|0:0|00:00:47|523980K|2
50497534_200.extern|COMPLETED|0:0|00:00:47||2
50497534_201|COMPLETED|0:0|00:00:46||2
50497534_201.batch|COMPLETED|0:0|00:00:46|523568K|2
50497534_201.extern|COMPLETED|0:0|00:00:46||2
50497534_202|COMPLETED|0:0|00:00:28||2
50497534_202.batch|COMPLETED|0:0|00:00:28|2056K|2
50497534_202.extern|COMPLETED|0:0|00:00:28||2
50497534_203|COMPLETED|0:0|00:00:28||2
50497534_203.batch|COMPLETED|0:0|00:00:28|2076K|2
50497534_203.extern|COMPLETED|0:0|00:00:28||2
50497534_204|COMPLETED|0:0|00:00:46||2
50497534_204.batch|COMPLETED|0:0|00:00:46|522416K|2
50497534_204.extern|COMPLETED|0:0|00:00:46||2
50497534_205|COMPLETED|0:0|00:00:30||2
50497534_205.batch|COMPLETED|0:0|00:00:30|294004K|2
50497534_205.extern|COMPLETED|0:0|00:00:30||2
50497534_206|COMPLETED|0:0|00:00:36||2
50497534_206.batch|COMPLETED|0:0|00:00:36|520776K|2
50497534_206.extern|COMPLETED|0:0|00:00:36||2
50497534_207|COMPLETED|0:0|00:00:30||2
50497534_207.batch|COMPLETED|0:0|00:00:30|294044K|2
50497534_207.extern|COMPLETED|0:0|00:00:31||2
50497534_208|COMPLETED|0:0|00:00:47||2
50497534_208.batch|COMPLETED|0:0|00:00:47|519068K|2
50497534_208.extern|COMPLETED|0:0|00:00:47||2
50497534_209|COMPLETED|0:0|00:00:31||2
50497534_209.batch|COMPLETED|0:0|00:00:31|521696K|2
50497534_209.extern|COMPLETED|0:0|00:00:31||2
50497534_210|COMPLETED|0:0|00:00:29||2
50497534_210.batch|COMPLETED|0:0|00:00:29|2M|2
50497534_210.extern|COMPLETED|0:0|00:00:30||2
50497534_211|COMPLETED|0:0|00:00:29||2
50497534_211.batch|COMPLETED|0:0|00:00:29|2084K|2
50497534_211.extern|COMPLETED|0:0|00:00:29||2
50497534_212|COMPLETED|0:0|00:00:44||2
50497534_212.batch|COMPLETED|0:0|00:00:44|517056K|2
50497534_212.extern|COMPLETED|0:0|00:00:44||2
50497534_213|COMPLETED|0:0|00:00:47||2
50497534_213.batch|COMPLETED|0:0|00:00:47|516588K|2
50497534_213.extern|COMPLETED|0:0|00:00:47||2
50497534_214|COMPLETED|0:0|00:00:31||2
50497534_214.batch|COMPLETED|0:0|00:00:31|516780K|2
50497534_214.extern|COMPLETED|0:0|00:00:32||2
50497534_215|COMPLETED|0:0|00:00:31||2
50497534_215.batch|COMPLETED|0:0|00:00:31|289512K|2
50497534_215.extern|COMPLETED|0:0|00:00:31||2
50497534_216|COMPLETED|0:0|00:00:46||2
50497534_216.batch|COMPLETED|0:0|00:00:46|517976K|2
50497534_216.extern|COMPLETED|0:0|00:00:46||2
50497534_217|COMPLETED|0:0|00:00:31||2
50497534_217.batch|COMPLETED|0:0|00:00:31|287516K|2
50497534_217.extern|COMPLETED|0:0|00:00:31||2
50497534_218|COMPLETED|0:0|00:00:32||2
50497534_218.batch|COMPLETED|0:0|00:00:32|521288K|2
50497534_218.extern|COMPLETED|0:0|00:00:32||2
50497534_219|COMPLETED|0:0|00:00:33||2
50497534_219.batch|COMPLETED|0:0|00:00:33|515852K|2
50497534_219.extern|COMPLETED|0:0|00:00:33||2
50497534_220|COMPLETED|0:0|00:00:45||2
50497534_220.batch|COMPLETED|0:0|00:00:45|521584K|2
50497534_220.extern|COMPLETED|0:0|00:00:45||2
50497534_221|COMPLETED|0:0|00:00:48||2
50497534_221.batch|COMPLETED|0:0|00:00:48|518820K|2
50497534_221.extern|COMPLETED|0:0|00:00:48||2
50497534_222|COMPLETED|0:0|00:00:48||2
50497534_222.batch|COMPLETED|0:0|00:00:48|520172K|2
50497534_222.extern|COMPLETED|0:0|00:00:48||2
50497534_223|COMPLETED|0:0|00:00:30||2
50497534_223.batch|COMPLETED|0:0|00:00:30|289856K|2
50497534_223.extern|COMPLETED|0:0|00:00:30||2
50497534_224|COMPLETED|0:0|00:00:50||2
50497534_224.batch|COMPLETED|0:0|00:00:50|518728K|2
50497534_224.extern|COMPLETED|0:0|00:00:50||2
50497534_225|COMPLETED|0:0|00:00:46||2
50497534_225.batch|COMPLETED|0:0|00:00:46|519668K|2
50497534_225.extern|COMPLETED|0:0|00:00:46||2
50497534_226|COMPLETED|0:0|00:00:46||2
50497534_226.batch|COMPLETED|0:0|00:00:46|521964K|2
50497534_226.extern|COMPLETED|0:0|00:00:46||2
50497534_227|COMPLETED|0:0|00:00:30||2
50497534_227.batch|COMPLETED|0:0|00:00:30|2M|2
50497534_227.extern|COMPLETED|0:0|00:00:30||2
50497534_228|COMPLETED|0:0|00:00:44||2
50497534_228.batch|COMPLETED|0:0|00:00:44|519424K|2
50497534_228.extern|COMPLETED|0:0|00:00:44||2
50497534_229|COMPLETED|0:0|00:00:45||2
50497534_229.batch|COMPLETED|0:0|00:00:45|519228K|2
50497534_229.extern|COMPLETED|0:0|00:00:45||2
50497534_230|COMPLETED|0:0|00:00:49||2
50497534_230.batch|COMPLETED|0:0|00:00:49|519768K|2
50497534_230.extern|COMPLETED|0:0|00:00:49||2
50497534_231|COMPLETED|0:0|00:00:32||2
50497534_231.batch|COMPLETED|0:0|00:00:32|517348K|2
50497534_231.extern|COMPLETED|0:0|00:00:32||2
50497534_232|COMPLETED|0:0|00:00:52||2
50497534_232.batch|COMPLETED|0:0|00:00:52|520784K|2
50497534_232.extern|COMPLETED|0:0|00:00:52||2
50497534_233|COMPLETED|0:0|00:00:47||2
50497534_233.batch|COMPLETED|0:0|00:00:47|520952K|2
50497534_233.extern|COMPLETED|0:0|00:00:47||2
50497534_234|COMPLETED|0:0|00:00:47||2
50497534_234.batch|COMPLETED|0:0|00:00:47|519724K|2
50497534_234.extern|COMPLETED|0:0|00:00:47||2
50497534_235|COMPLETED|0:0|00:00:31||2
50497534_235.batch|COMPLETED|0:0|00:00:31|293868K|2
50497534_235.extern|COMPLETED|0:0|00:00:31||2
50497534_236|COMPLETED|0:0|00:00:47||2
50497534_236.batch|COMPLETED|0:0|00:00:47|518172K|2
50497534_236.extern|COMPLETED|0:0|00:00:47||2
50497534_237|COMPLETED|0:0|00:00:48||2
50497534_237.batch|COMPLETED|0:0|00:00:48|520156K|2
50497534_237.extern|COMPLETED|0:0|00:00:48||2
50497534_238|COMPLETED|0:0|00:00:48||2
50497534_238.batch|COMPLETED|0:0|00:00:48|520608K|2
50497534_238.extern|COMPLETED|0:0|00:00:48||2
50497534_239|COMPLETED|0:0|00:00:29||2
50497534_239.batch|COMPLETED|0:0|00:00:29|2080K|2
50497534_239.extern|COMPLETED|0:0|00:00:29||2
50497534_240|COMPLETED|0:0|00:00:44||2
50497534_240.batch|COMPLETED|0:0|00:00:44|518676K|2
50497534_240.extern|COMPLETED|0:0|00:00:44||2
50497534_241|COMPLETED|0:0|00:00:48||2
50497534_241.batch|COMPLETED|0:0|00:00:48|521076K|2
50497534_241.extern|COMPLETED|0:0|00:00:48||2
50497534_242|COMPLETED|0:0|00:00:48||2
50497534_242.batch|COMPLETED|0:0|00:00:48|519388K|2
50497534_242.extern|COMPLETED|0:0|00:00:48||2
50497534_243|COMPLETED|0:0|00:00:32||2
50497534_243.batch|COMPLETED|0:0|00:00:32|521184K|2
50497534_243.extern|COMPLETED|0:0|00:00:32||2
50497534_244|COMPLETED|0:0|00:00:47||2
50497534_244.batch|COMPLETED|0:0|00:00:47|520524K|2
50497534_244.extern|COMPLETED|0:0|00:00:47||2
50497534_245|COMPLETED|0:0|00:00:44||2
50497534_245.batch|COMPLETED|0:0|00:00:44|518728K|2
50497534_245.extern|COMPLETED|0:0|00:00:44||2
50497534_246|COMPLETED|0:0|00:00:47||2
50497534_246.batch|COMPLETED|0:0|00:00:47|522036K|2
50497534_246.extern|COMPLETED|0:0|00:00:47||2
50497534_247|COMPLETED|0:0|00:00:31||2
50497534_247.batch|COMPLETED|0:0|00:00:31|521256K|2
50497534_247.extern|COMPLETED|0:0|00:00:31||2
50497534_248|COMPLETED|0:0|00:00:44||2
50497534_248.batch|COMPLETED|0:0|00:00:44|519912K|2
50497534_248.extern|COMPLETED|0:0|00:00:44||2
50497534_249|COMPLETED|0:0|00:00:44||2
50497534_249.batch|COMPLETED|0:0|00:00:44|516972K|2
50497534_249.extern|COMPLETED|0:0|00:00:44||2
50497534_250|COMPLETED|0:0|00:00:31||2
50497534_250.batch|COMPLETED|0:0|00:00:31|516584K|2
50497534_250.extern|COMPLETED|0:0|00:00:31||2
50497534_251|COMPLETED|0:0|00:00:31||2
50497534_251.batch|COMPLETED|0:0|00:00:31|517460K|2
50497534_251.extern|COMPLETED|0:0|00:00:31||2
50497534_252|COMPLETED|0:0|00:00:49||2
50497534_252.batch|COMPLETED|0:0|00:00:49|517288K|2
50497534_252.extern|COMPLETED|0:0|00:00:49||2
50497534_253|COMPLETED|0:0|00:00:43||2
50497534_253.batch|COMPLETED|0:0|00:00:43|518508K|2
50497534_253.extern|COMPLETED|0:0|00:00:43||2
50497534_254|COMPLETED|0:0|00:00:48||2
50497534_254.batch|COMPLETED|0:0|00:00:48|518328K|2
50497534_254.extern|COMPLETED|0:0|00:00:48||2
50497534_255|COMPLETED|0:0|00:00:31||2
50497534_255.batch|COMPLETED|0:0|00:00:31|515088K|2
50497534_255.extern|COMPLETED|0:0|00:00:31||2
50497534_256|COMPLETED|0:0|00:00:43||2
50497534_256.batch|COMPLETED|0:0|00:00:43|518940K|2
50497534_256.extern|COMPLETED|0:0|00:00:43||2
50497534_257|COMPLETED|0:0|00:00:44||2
50497534_257.batch|COMPLETED|0:0|00:00:44|516368K|2
50497534_257.extern|COMPLETED|0:0|00:00:44||2
50497534_258|COMPLETED|0:0|00:00:48||2
50497534_258.batch|COMPLETED|0:0|00:00:48|518856K|2
50497534_258.extern|COMPLETED|0:0|00:00:48||2
50497534_259|COMPLETED|0:0|00:00:31||2
50497534_259.batch|COMPLETED|0:0|00:00:31|517548K|2
50497534_259.extern|COMPLETED|0:0|00:00:31||2
50497534_260|COMPLETED|0:0|00:00:48||2
50497534_260.batch|COMPLETED|0:0|00:00:48|516084K|2
50497534_260.extern|COMPLETED|0:0|00:00:48||2
50497534_261|COMPLETED|0:0|00:00:43||2
50497534_261.batch|COMPLETED|0:0|00:00:43|515632K|2
50497534_261.extern|COMPLETED|0:0|00:00:43||2
50497534_262|COMPLETED|0:0|00:00:29||2
50497534_262.batch|COMPLETED|0:0|00:00:29|2M|2
50497534_262.extern|COMPLETED|0:0|00:00:29||2
50497534_263|COMPLETED|0:0|00:00:29||2
50497534_263.batch|COMPLETED|0:0|00:00:29|2096K|2
50497534_263.extern|COMPLETED|0:0|00:00:29||2
50497534_264|COMPLETED|0:0|00:00:48||2
50497534_264.batch|COMPLETED|0:0|00:00:48|517384K|2
50497534_264.extern|COMPLETED|0:0|00:00:48||2
50497534_265|COMPLETED|0:0|00:00:48||2
50497534_265.batch|COMPLETED|0:0|00:00:48|522700K|2
50497534_265.extern|COMPLETED|0:0|00:00:48||2
50497534_266|COMPLETED|0:0|00:00:48||2
50497534_266.batch|COMPLETED|0:0|00:00:48|521644K|2
50497534_266.extern|COMPLETED|0:0|00:00:48||2
50497534_267|COMPLETED|0:0|00:00:33||2
50497534_267.batch|COMPLETED|0:0|00:00:33|520412K|2
50497534_267.extern|COMPLETED|0:0|00:00:33||2
50497534_268|COMPLETED|0:0|00:00:50||2
50497534_268.batch|COMPLETED|0:0|00:00:50|516816K|2
50497534_268.extern|COMPLETED|0:0|00:00:50||2
50497534_269|COMPLETED|0:0|00:00:44||2
50497534_269.batch|COMPLETED|0:0|00:00:44|517252K|2
50497534_269.extern|COMPLETED|0:0|00:00:44||2
50497534_270|COMPLETED|0:0|00:00:29||2
50497534_270.batch|COMPLETED|0:0|00:00:29|2076K|2
50497534_270.extern|COMPLETED|0:0|00:00:29||2
50497534_271|COMPLETED|0:0|00:00:34||2
50497534_271.batch|COMPLETED|0:0|00:00:34|518400K|2
50497534_271.extern|COMPLETED|0:0|00:00:34||2
50497534_272|COMPLETED|0:0|00:00:44||2
50497534_272.batch|COMPLETED|0:0|00:00:44|518612K|2
50497534_272.extern|COMPLETED|0:0|00:00:44||2
50497534_273|COMPLETED|0:0|00:00:48||2
50497534_273.batch|COMPLETED|0:0|00:00:48|516940K|2
50497534_273.extern|COMPLETED|0:0|00:00:48||2
50497534_274|COMPLETED|0:0|00:00:48||2
50497534_274.batch|COMPLETED|0:0|00:00:48|517644K|2
50497534_274.extern|COMPLETED|0:0|00:00:48||2
50497534_275|COMPLETED|0:0|00:00:32||2
50497534_275.batch|COMPLETED|0:0|00:00:32|517808K|2
50497534_275.extern|COMPLETED|0:0|00:00:32||2
50497534_276|COMPLETED|0:0|00:00:49||2
50497534_276.batch|COMPLETED|0:0|00:00:49|518316K|2
50497534_276.extern|COMPLETED|0:0|00:00:49||2
50497534_277|COMPLETED|0:0|00:00:49||2
50497534_277.batch|COMPLETED|0:0|00:00:49|518696K|2
50497534_277.extern|COMPLETED|0:0|00:00:49||2
50497534_278|COMPLETED|0:0|00:00:42||2
50497534_278.batch|COMPLETED|0:0|00:00:42|518452K|2
50497534_278.extern|COMPLETED|0:0|00:00:42||2
50497534_279|COMPLETED|0:0|00:00:28||2
50497534_279.batch|COMPLETED|0:0|00:00:28|2056K|2
50497534_279.extern|COMPLETED|0:0|00:00:28||2
50497534_280|COMPLETED|0:0|00:00:47||2
50497534_280.batch|COMPLETED|0:0|00:00:47|518668K|2
50497534_280.extern|COMPLETED|0:0|00:00:47||2
50497534_281|COMPLETED|0:0|00:00:47||2
50497534_281.batch|COMPLETED|0:0|00:00:47|519000K|2
50497534_281.extern|COMPLETED|0:0|00:00:48||2
50497534_282|COMPLETED|0:0|00:00:47||2
50497534_282.batch|COMPLETED|0:0|00:00:47|518700K|2
50497534_282.extern|COMPLETED|0:0|00:00:47||2
50497534_283|COMPLETED|0:0|00:00:28||2
50497534_283.batch|COMPLETED|0:0|00:00:28|2M|2
50497534_283.extern|COMPLETED|0:0|00:00:28||2
50497534_284|COMPLETED|0:0|00:00:44||2
50497534_284.batch|COMPLETED|0:0|00:00:44|517148K|2
50497534_284.extern|COMPLETED|0:0|00:00:44||2
50497534_285|COMPLETED|0:0|00:00:44||2
50497534_285.batch|COMPLETED|0:0|00:00:44|514124K|2
50497534_285.extern|COMPLETED|0:0|00:00:44||2
50497534_286|COMPLETED|0:0|00:00:30||2
50497534_286.batch|COMPLETED|0:0|00:00:30|2064K|2
50497534_286.extern|COMPLETED|0:0|00:00:30||2
50497534_287|COMPLETED|0:0|00:00:30||2
50497534_287.batch|COMPLETED|0:0|00:00:30|289592K|2
50497534_287.extern|COMPLETED|0:0|00:00:30||2
50497534_288|COMPLETED|0:0|00:00:44||2
50497534_288.batch|COMPLETED|0:0|00:00:44|519156K|2
50497534_288.extern|COMPLETED|0:0|00:00:44||2
50497534_289|COMPLETED|0:0|00:00:44||2
50497534_289.batch|COMPLETED|0:0|00:00:44|515204K|2
50497534_289.extern|COMPLETED|0:0|00:00:44||2
50497534_290|COMPLETED|0:0|00:00:44||2
50497534_290.batch|COMPLETED|0:0|00:00:44|514860K|2
50497534_290.extern|COMPLETED|0:0|00:00:44||2
50497534_291|COMPLETED|0:0|00:00:31||2
50497534_291.batch|COMPLETED|0:0|00:00:31|519116K|2
50497534_291.extern|COMPLETED|0:0|00:00:31||2
50497534_292|COMPLETED|0:0|00:00:47||2
50497534_292.batch|COMPLETED|0:0|00:00:47|515272K|2
50497534_292.extern|COMPLETED|0:0|00:00:47||2
50497534_293|COMPLETED|0:0|00:00:47||2
50497534_293.batch|COMPLETED|0:0|00:00:47|522164K|2
50497534_293.extern|COMPLETED|0:0|00:00:47||2
50497534_294|COMPLETED|0:0|00:00:45||2
50497534_294.batch|COMPLETED|0:0|00:00:45|520008K|2
50497534_294.extern|COMPLETED|0:0|00:00:45||2
50497534_295|COMPLETED|0:0|00:00:30||2
50497534_295.batch|COMPLETED|0:0|00:00:30|2M|2
50497534_295.extern|COMPLETED|0:0|00:00:30||2
50497534_296|COMPLETED|0:0|00:00:43||2
50497534_296.batch|COMPLETED|0:0|00:00:43|518980K|2
50497534_296.extern|COMPLETED|0:0|00:00:43||2
50497534_297|COMPLETED|0:0|00:00:45||2
50497534_297.batch|COMPLETED|0:0|00:00:45|522132K|2
50497534_297.extern|COMPLETED|0:0|00:00:45||2
50497534_298|COMPLETED|0:0|00:00:44||2
50497534_298.batch|COMPLETED|0:0|00:00:44|519056K|2
50497534_298.extern|COMPLETED|0:0|00:00:44||2
50497534_299|COMPLETED|0:0|00:00:29||2
50497534_299.batch|COMPLETED|0:0|00:00:29|2M|2
50497534_299.extern|COMPLETED|0:0|00:00:29||2
50497546_0|COMPLETED|0:0|00:00:56||1
50497546_0.batch|COMPLETED|0:0|00:00:56|176900K|1
50497546_0.extern|COMPLETED|0:0|00:00:56||1
50497546_1|COMPLETED|0:0|00:00:59||1
50497546_1.batch|COMPLETED|0:0|00:00:59|110584K|1
50497546_1.extern|COMPLETED|0:0|00:00:59||1
50497546_2|COMPLETED|0:0|00:00:56||1
50497546_2.batch|COMPLETED|0:0|00:00:56|101884K|1
50497546_2.extern|COMPLETED|0:0|00:00:56||1
50497546_3|COMPLETED|0:0|00:00:58||1
50497546_3.batch|COMPLETED|0:0|00:00:58|38540K|1
50497546_3.extern|COMPLETED|0:0|00:00:58||1
50497546_4|COMPLETED|0:0|00:00:54||1
50497546_4.batch|COMPLETED|0:0|00:00:54|181768K|1
50497546_4.extern|COMPLETED|0:0|00:00:54||1
50497546_5|COMPLETED|0:0|00:01:03||1
50497546_5.batch|COMPLETED|0:0|00:01:03|71736K|1
50497546_5.extern|COMPLETED|0:0|00:01:03||1
50497546_6|COMPLETED|0:0|00:00:56||1
50497546_6.batch|COMPLETED|0:0|00:00:56|118804K|1
50497546_6.extern|COMPLETED|0:0|00:00:56||1
50497546_7|COMPLETED|0:0|00:00:59||1
50497546_7.batch|COMPLETED|0:0|00:00:59|370164K|1
50497546_7.extern|COMPLETED|0:0|00:00:59||1
50497569_0|COMPLETED|0:0|00:00:08||1
50497569_0.batch|COMPLETED|0:0|00:00:08|2084K|1
50497569_0.extern|COMPLETED|0:0|00:00:08||1
50497569_1|COMPLETED|0:0|00:00:07||1
50497569_1.batch|COMPLETED|0:0|00:00:07|2084K|1
50497569_1.extern|COMPLETED|0:0|00:00:07||1
50497569_2|COMPLETED|0:0|00:00:07||1
50497569_2.batch|COMPLETED|0:0|00:00:07|2076K|1
50497569_2.extern|COMPLETED|0:0|00:00:08||1
50497569_3|COMPLETED|0:0|00:00:06||1
50497569_3.batch|COMPLETED|0:0|00:00:06|2084K|1
50497569_3.extern|COMPLETED|0:0|00:00:06||1
50497569_4|COMPLETED|0:0|00:00:07||1
50497569_4.batch|COMPLETED|0:0|00:00:07|2092K|1
50497569_4.extern|COMPLETED|0:0|00:00:07||1
50497569_5|COMPLETED|0:0|00:00:08||1
50497569_5.batch|COMPLETED|0:0|00:00:08|2104K|1
50497569_5.extern|COMPLETED|0:0|00:00:08||1
50497569_6|COMPLETED|0:0|00:00:09||1
50497569_6.batch|COMPLETED|0:0|00:00:09|2068K|1
50497569_6.extern|COMPLETED|0:0|00:00:09||1
50497569_7|COMPLETED|0:0|00:00:10||1
50497569_7.batch|COMPLETED|0:0|00:00:10|2068K|1
50497569_7.extern|COMPLETED|0:0|00:00:10||1
50497569_8|COMPLETED|0:0|00:00:07||1
50497569_8.batch|COMPLETED|0:0|00:00:07|2068K|1
50497569_8.extern|COMPLETED|0:0|00:00:07||1
50497569_9|COMPLETED|0:0|00:00:07||1
50497569_9.batch|COMPLETED|0:0|00:00:07|2076K|1
50497569_9.extern|COMPLETED|0:0|00:00:07||1
50497569_10|COMPLETED|0:0|00:00:08||1
50497569_10.batch|COMPLETED|0:0|00:00:08|2052K|1
50497569_10.extern|COMPLETED|0:0|00:00:08||1
50497569_11|COMPLETED|0:0|00:01:30||1
50497569_11.batch|COMPLETED|0:0|00:01:30|84740K|1
50497569_11.extern|COMPLETED|0:0|00:01:30||1
50497569_12|COMPLETED|0:0|00:00:11||1
50497569_12.batch|COMPLETED|0:0|00:00:11|2104K|1
50497569_12.extern|COMPLETED|0:0|00:00:11||1
50497569_13|COMPLETED|0:0|00:01:55||1
50497569_13.batch|COMPLETED|0:0|00:01:55|960160K|1
50497569_13.extern|COMPLETED|0:0|00:01:55||1
50497569_14|COMPLETED|0:0|00:00:07||1
50497569_14.batch|COMPLETED|0:0|00:00:07|2056K|1
50497569_14.extern|COMPLETED|0:0|00:00:08||1
50497569_15|COMPLETED|0:0|00:00:09||1
50497569_15.batch|COMPLETED|0:0|00:00:09|2M|1
50497569_15.extern|COMPLETED|0:0|00:00:09||1
50497569_16|COMPLETED|0:0|00:00:09||1
50497569_16.batch|COMPLETED|0:0|00:00:09|2096K|1
50497569_16.extern|COMPLETED|0:0|00:00:09||1
50497569_17|COMPLETED|0:0|00:06:08||1
